order_item_id,order_id,product_id,quantity_ordered,quantity_fulfilled,unit_mrp,unit_selling_price,line_discount_amount,item_revenue,item_cost,gross_margin,stock_available_at_order,substitution_flag
ORD0000066-04,ORD0000066,PRD0125,1,1,50.03,49.82,0.21,49.82,37.33,12.49,10,N
ORD0000067-01,ORD0000067,PRD0268,2,2,46.92,42.84,8.16,85.68,53.62,32.06,13,N
ORD0000067-02,ORD0000067,PRD0295,2,2,59.98,58.75,2.46,117.5,79.08,38.42,9,N
ORD0000067-03,ORD0000067,PRD0266,2,2,528.79,500.59,56.4,1001.18,830.3,170.88,4,N
ORD0000067-04,ORD0000067,PRD0169,1,1,117.62,110.85,6.77,110.85,90.98,19.87,10,N
ORD0000067-05,ORD0000067,PRD0193,1,1,26.78,24.39,2.39,24.39,15.86,8.53,5,N
ORD0000067-06,ORD0000067,PRD0160,4,4,221.65,198.59,92.24,794.36,517.56,276.8,8,N
ORD0000068-01,ORD0000068,PRD0136,1,1,291.71,258.68,33.03,258.68,170.88,87.8,3,N
ORD0000068-02,ORD0000068,PRD0346,1,1,69.95,62.06,7.89,62.06,38.93,23.13,8,N
ORD0000068-03,ORD0000068,PRD0291,1,0,80.66,77.56,0.0,0.0,0.0,0.0,0,N
ORD0000069-01,ORD0000069,PRD0011,1,1,145.09,123.17,21.92,123.17,110.83,12.34,5,N
ORD0000069-02,ORD0000069,PRD0110,4,4,154.53,137.66,67.48,550.64,480.16,70.48,0,Y
ORD0000069-03,ORD0000069,PRD0116,1,1,161.43,149.52,11.91,149.52,132.3,17.22,10,N
ORD0000069-04,ORD0000069,PRD0349,1,1,131.71,116.81,14.9,116.81,74.9,41.91,8,N
ORD0000070-01,ORD0000070,PRD0355,2,2,116.18,103.72,24.92,207.44,146.42,61.02,11,N
ORD0000070-02,ORD0000070,PRD0366,2,2,61.42,57.76,7.32,115.52,71.82,43.7,13,N
ORD0000070-03,ORD0000070,PRD0209,1,1,89.08,88.58,0.5,88.58,56.24,32.34,8,N
ORD0000070-04,ORD0000070,PRD0145,1,0,230.77,211.4,0.0,0.0,0.0,0.0,0,N
ORD0000071-01,ORD0000071,PRD0015,1,1,303.38,302.8,0.58,302.8,238.94,63.86,6,N
ORD0000071-02,ORD0000071,PRD0394,2,2,978.49,899.86,157.26,1799.72,1297.72,502.0,12,N
ORD0000071-03,ORD0000071,PRD0025,1,1,51.51,51.25,0.26,51.25,36.03,15.22,9,N
ORD0000071-04,ORD0000071,PRD0139,1,1,995.89,936.95,58.94,936.95,750.2,186.75,10,N
ORD0000072-01,ORD0000072,PRD0209,1,1,89.08,84.91,4.17,84.91,56.24,28.67,6,N
ORD0000072-02,ORD0000072,PRD0281,3,3,512.81,453.54,177.81,1360.62,1136.28,224.34,11,N
ORD0000072-03,ORD0000072,PRD0331,1,1,656.97,619.93,37.04,619.93,374.1,245.83,2,N
ORD0000072-04,ORD0000072,PRD0061,1,1,39.08,34.65,4.43,34.65,28.83,5.82,8,N
ORD0000072-05,ORD0000072,PRD0298,3,3,74.94,66.92,24.06,200.76,134.25,66.51,7,N
ORD0000073-01,ORD0000073,PRD0337,2,2,138.32,134.2,8.24,268.4,193.98,74.42,4,N
ORD0000073-02,ORD0000073,PRD0025,3,3,51.51,45.53,17.94,136.59,108.09,28.5,12,N
ORD0000073-03,ORD0000073,PRD0357,2,0,452.35,412.17,0.0,0.0,0.0,0.0,0,N
ORD0000074-01,ORD0000074,PRD0160,3,3,221.65,207.03,43.86,621.09,388.17,232.92,5,N
ORD0000074-02,ORD0000074,PRD0072,4,4,269.23,263.59,22.56,1054.36,594.72,459.64,11,N
ORD0000075-01,ORD0000075,PRD0278,1,1,555.06,550.84,4.22,550.84,307.23,243.61,5,N
ORD0000075-02,ORD0000075,PRD0314,1,0,106.23,96.72,0.0,0.0,0.0,0.0,0,N
ORD0000075-03,ORD0000075,PRD0104,1,1,84.5,79.09,5.41,79.09,49.77,29.32,4,N
ORD0000076-01,ORD0000076,PRD0312,2,2,293.0,288.27,9.46,576.54,436.68,139.86,4,N
ORD0000076-02,ORD0000076,PRD0266,1,1,528.79,518.5,10.29,518.5,415.15,103.35,4,N
ORD0000077-01,ORD0000077,PRD0340,1,1,103.96,91.8,12.16,91.8,79.22,12.58,8,N
ORD0000077-02,ORD0000077,PRD0337,1,1,138.32,116.12,22.2,116.12,96.99,19.13,5,N
ORD0000077-03,ORD0000077,PRD0246,2,2,174.16,159.72,28.88,319.44,203.26,116.18,7,N
ORD0000077-04,ORD0000077,PRD0328,1,1,80.69,68.19,12.5,68.19,57.42,10.77,0,Y
ORD0000077-05,ORD0000077,PRD0298,2,2,74.94,70.51,8.86,141.02,89.5,51.52,13,N
ORD0000077-06,ORD0000077,PRD0122,1,1,34.7,30.18,4.52,30.18,24.64,5.54,8,N
ORD0000077-07,ORD0000077,PRD0323,1,1,73.72,65.97,7.75,65.97,45.92,20.05,2,N
ORD0000077-08,ORD0000077,PRD0152,1,1,142.62,124.36,18.26,124.36,81.15,43.21,12,N
ORD0000078-01,ORD0000078,PRD0168,1,1,155.92,138.59,17.33,138.59,100.9,37.69,1,N
ORD0000078-02,ORD0000078,PRD0054,2,2,236.09,228.71,14.76,457.42,282.02,175.4,8,N
ORD0000078-03,ORD0000078,PRD0072,1,0,269.23,254.24,0.0,0.0,0.0,0.0,0,N
ORD0000079-01,ORD0000079,PRD0314,1,1,106.23,95.06,11.17,95.06,79.4,15.66,5,N
ORD0000079-02,ORD0000079,PRD0155,1,1,25.21,23.3,1.91,23.3,19.25,4.05,10,N
ORD0000079-03,ORD0000079,PRD0243,2,2,90.38,85.74,9.28,171.48,130.72,40.76,11,N
ORD0000080-01,ORD0000080,PRD0278,2,2,555.06,530.48,49.16,1060.96,614.46,446.5,11,N
ORD0000080-02,ORD0000080,PRD0015,1,0,303.38,296.94,0.0,0.0,0.0,0.0,0,N
ORD0000081-01,ORD0000081,PRD0144,2,2,321.58,318.57,6.02,637.14,460.08,177.06,9,N
ORD0000081-02,ORD0000081,PRD0349,2,2,131.71,124.85,13.72,249.7,149.8,99.9,8,N
ORD0000081-03,ORD0000081,PRD0041,1,1,52.4,46.45,5.95,46.45,36.61,9.84,3,N
ORD0000081-04,ORD0000081,PRD0315,1,1,218.1,200.72,17.38,200.72,155.55,45.17,5,N
ORD0000081-05,ORD0000081,PRD0126,1,1,130.77,122.55,8.22,122.55,99.76,22.79,12,N
ORD0000081-06,ORD0000081,PRD0264,1,1,27.07,26.23,0.84,26.23,22.19,4.04,10,N
ORD0000081-07,ORD0000081,PRD0342,2,2,122.98,120.26,5.44,240.52,170.74,69.78,13,N
ORD0000081-08,ORD0000081,PRD0263,1,1,266.37,250.01,16.36,250.01,213.14,36.87,11,N
ORD0000082-01,ORD0000082,PRD0145,1,1,230.77,224.66,6.11,224.66,179.98,44.68,1,N
ORD0000082-02,ORD0000082,PRD0033,1,1,231.15,226.98,4.17,226.98,176.33,50.65,10,N
ORD0000082-03,ORD0000082,PRD0066,1,1,68.31,65.03,3.28,65.03,50.66,14.37,1,N
ORD0000082-04,ORD0000082,PRD0065,3,3,754.45,704.34,150.33,2113.02,1258.71,854.31,4,N
ORD0000082-05,ORD0000082,PRD0348,1,1,266.16,251.73,14.43,251.73,218.0,33.73,12,N
ORD0000082-06,ORD0000082,PRD0379,2,1,800.37,775.67,24.7,775.67,601.13,174.54,1,N
ORD0000083-01,ORD0000083,PRD0256,1,1,413.52,411.3,2.22,411.3,277.44,133.86,11,N
ORD0000084-01,ORD0000084,PRD0367,2,2,91.24,88.09,6.3,176.18,142.0,34.18,3,N
ORD0000084-02,ORD0000084,PRD0042,1,1,54.27,47.78,6.49,47.78,34.24,13.54,5,N
ORD0000084-03,ORD0000084,PRD0033,2,2,231.15,217.37,27.56,434.74,352.66,82.08,4,N
ORD0000084-04,ORD0000084,PRD0357,2,2,452.35,435.74,33.22,871.48,581.9,289.58,2,N
ORD0000085-01,ORD0000085,PRD0397,2,2,53.6,53.18,0.84,106.36,61.84,44.52,2,N
ORD0000085-02,ORD0000085,PRD0083,1,1,136.12,126.05,10.07,126.05,93.1,32.95,1,N
ORD0000085-03,ORD0000085,PRD0243,1,1,90.38,88.73,1.65,88.73,65.36,23.37,5,N
ORD0000086-01,ORD0000086,PRD0250,1,1,266.53,257.22,9.31,257.22,217.31,39.91,10,N
ORD0000086-02,ORD0000086,PRD0033,2,2,231.15,212.27,37.76,424.54,352.66,71.88,6,N
ORD0000086-03,ORD0000086,PRD0314,2,2,106.23,98.12,16.22,196.24,158.8,37.44,9,N
ORD0000087-01,ORD0000087,PRD0116,3,3,161.43,146.03,46.2,438.09,396.9,41.19,14,N
ORD0000087-02,ORD0000087,PRD0036,1,1,91.94,90.21,1.73,90.21,69.25,20.96,12,N
ORD0000088-01,ORD0000088,PRD0392,1,1,570.81,531.26,39.55,531.26,454.01,77.25,10,N
ORD0000089-01,ORD0000089,PRD0371,1,1,273.39,244.34,29.05,244.34,167.18,77.16,4,N
ORD0000089-02,ORD0000089,PRD0315,1,1,218.1,215.02,3.08,215.02,155.55,59.47,1,N
ORD0000089-03,ORD0000089,PRD0088,1,1,113.27,100.34,12.93,100.34,80.57,19.77,1,N
ORD0000090-01,ORD0000090,PRD0357,1,1,452.35,369.03,83.32,369.03,290.95,78.08,4,N
ORD0000090-02,ORD0000090,PRD0395,1,1,97.82,89.46,8.36,89.46,60.31,29.15,12,N
ORD0000091-01,ORD0000091,PRD0166,2,2,97.2,94.06,6.28,188.12,154.36,33.76,13,N
ORD0000091-02,ORD0000091,PRD0011,1,1,145.09,143.63,1.46,143.63,110.83,32.8,12,N
ORD0000091-03,ORD0000091,PRD0394,1,1,978.49,881.15,97.34,881.15,648.86,232.29,10,N
ORD0000091-04,ORD0000091,PRD0341,1,1,190.07,176.99,13.08,176.99,139.54,37.45,2,N
ORD0000091-05,ORD0000091,PRD0374,1,1,26.34,25.19,1.15,25.19,20.88,4.31,11,N
ORD0000092-01,ORD0000092,PRD0089,2,2,60.36,59.61,1.5,119.22,78.54,40.68,10,N
ORD0000092-02,ORD0000092,PRD0109,1,1,103.44,92.93,10.51,92.93,63.04,29.89,7,N
ORD0000092-03,ORD0000092,PRD0391,1,1,380.24,355.15,25.09,355.15,307.45,47.7,8,N
ORD0000093-01,ORD0000093,PRD0248,1,1,149.31,138.15,11.16,138.15,113.57,24.58,11,N
ORD0000093-02,ORD0000093,PRD0003,1,1,18.3,17.36,0.94,17.36,10.42,6.94,2,N
ORD0000093-03,ORD0000093,PRD0109,3,3,103.44,98.45,14.97,295.35,189.12,106.23,4,N
ORD0000093-04,ORD0000093,PRD0150,1,1,490.74,464.44,26.3,464.44,382.71,81.73,4,N
ORD0000093-05,ORD0000093,PRD0061,1,1,39.08,39.02,0.06,39.02,28.83,10.19,6,N
ORD0000094-01,ORD0000094,PRD0064,1,1,353.52,327.77,25.75,327.77,222.34,105.43,4,N
ORD0000094-02,ORD0000094,PRD0051,2,2,172.71,156.85,31.72,313.7,275.18,38.52,12,N
ORD0000094-03,ORD0000094,PRD0152,1,1,142.62,129.65,12.97,129.65,81.15,48.5,9,N
ORD0000095-01,ORD0000095,PRD0298,1,1,74.94,66.31,8.63,66.31,44.75,21.56,1,N
ORD0000096-01,ORD0000096,PRD0306,2,2,195.29,183.11,24.36,366.22,286.5,79.72,4,N
ORD0000096-02,ORD0000096,PRD0266,1,1,528.79,478.96,49.83,478.96,415.15,63.81,10,N
ORD0000096-03,ORD0000096,PRD0275,1,0,124.33,119.73,0.0,0.0,0.0,0.0,0,N
ORD0000096-04,ORD0000096,PRD0136,2,2,291.71,288.82,5.78,577.64,341.76,235.88,6,N
ORD0000096-05,ORD0000096,PRD0138,1,1,212.19,196.17,16.02,196.17,143.21,52.96,4,N
ORD0000097-01,ORD0000097,PRD0397,3,2,53.6,52.87,1.46,105.74,61.84,43.9,2,N
ORD0000097-02,ORD0000097,PRD0358,1,1,602.35,546.02,56.33,546.02,397.5,148.52,12,N
ORD0000097-03,ORD0000097,PRD0322,1,1,56.15,54.69,1.46,54.69,42.64,12.05,7,N
ORD0000097-04,ORD0000097,PRD0186,1,1,93.14,83.12,10.02,83.12,62.56,20.56,10,N
ORD0000097-05,ORD0000097,PRD0355,1,1,116.18,102.3,13.88,102.3,73.21,29.09,2,N
ORD0000097-06,ORD0000097,PRD0374,1,1,26.34,26.1,0.24,26.1,20.88,5.22,12,N
ORD0000097-07,ORD0000097,PRD0071,2,2,1251.96,1181.54,140.84,2363.08,1961.08,402.0,10,N
ORD0000097-08,ORD0000097,PRD0388,1,1,594.5,557.3,37.2,557.3,470.21,87.09,4,N
ORD0000098-01,ORD0000098,PRD0003,1,1,18.3,18.26,0.04,18.26,10.42,7.84,7,N
ORD0000098-02,ORD0000098,PRD0131,1,1,421.98,388.89,33.09,388.89,312.25,76.64,1,N
ORD0000098-03,ORD0000098,PRD0273,2,2,91.12,81.36,19.52,162.72,116.68,46.04,3,N
ORD0000098-04,ORD0000098,PRD0314,2,2,106.23,102.04,8.38,204.08,158.8,45.28,13,N
ORD0000098-05,ORD0000098,PRD0264,2,2,27.07,25.55,3.04,51.1,44.38,6.72,3,N
ORD0000098-06,ORD0000098,PRD0316,1,0,101.17,96.48,0.0,0.0,0.0,0.0,0,N
ORD0000099-01,ORD0000099,PRD0360,1,1,208.4,188.92,19.48,188.92,117.29,71.63,12,N
ORD0000099-02,ORD0000099,PRD0375,1,1,232.61,227.27,5.34,227.27,163.62,63.65,1,N
ORD0000100-01,ORD0000100,PRD0306,1,1,195.29,171.07,24.22,171.07,143.25,27.82,12,N
ORD0000101-01,ORD0000101,PRD0138,1,1,212.19,200.56,11.63,200.56,143.21,57.35,8,N
ORD0000101-02,ORD0000101,PRD0216,1,1,30.46,29.96,0.5,29.96,22.14,7.82,7,N
ORD0000101-03,ORD0000101,PRD0013,1,1,31.06,30.62,0.44,30.62,23.31,7.31,10,N
ORD0000101-04,ORD0000101,PRD0280,1,1,440.29,430.73,9.56,430.73,301.41,129.32,2,N
ORD0000101-05,ORD0000101,PRD0163,3,3,670.51,669.97,1.62,2009.91,1595.58,414.33,12,N
ORD0000102-01,ORD0000102,PRD0112,1,1,56.77,52.64,4.13,52.64,32.95,19.69,8,N
ORD0000102-02,ORD0000102,PRD0137,2,2,216.98,216.85,0.26,433.7,274.16,159.54,13,N
ORD0000102-03,ORD0000102,PRD0394,4,4,978.49,968.35,40.56,3873.4,2595.44,1277.96,13,N
ORD0000103-01,ORD0000103,PRD0192,2,2,1165.23,1151.29,27.88,2302.58,1725.6,576.98,4,N
ORD0000103-02,ORD0000103,PRD0071,2,2,1251.96,1105.45,293.02,2210.9,1961.08,249.82,2,N
ORD0000104-01,ORD0000104,PRD0159,1,1,269.47,266.8,2.67,266.8,159.58,107.22,1,N
ORD0000105-01,ORD0000105,PRD0006,1,1,98.39,95.35,3.04,95.35,56.07,39.28,2,N
ORD0000105-02,ORD0000105,PRD0323,2,2,73.72,72.85,1.74,145.7,91.84,53.86,6,N
ORD0000105-03,ORD0000105,PRD0235,1,1,357.05,338.67,18.38,338.67,214.61,124.06,12,N
ORD0000105-04,ORD0000105,PRD0284,3,3,18.39,17.67,2.16,53.01,37.11,15.9,0,Y
ORD0000105-05,ORD0000105,PRD0306,2,2,195.29,179.32,31.94,358.64,286.5,72.14,3,N
ORD0000106-01,ORD0000106,PRD0149,1,1,82.42,75.4,7.02,75.4,58.43,16.97,5,N
ORD0000106-02,ORD0000106,PRD0312,1,1,293.0,264.03,28.97,264.03,218.34,45.69,11,N
ORD0000107-01,ORD0000107,PRD0346,3,3,69.95,66.28,11.01,198.84,116.79,82.05,8,N
ORD0000107-02,ORD0000107,PRD0168,2,2,155.92,139.33,33.18,278.66,201.8,76.86,12,N
ORD0000107-03,ORD0000107,PRD0159,3,3,269.47,263.78,17.07,791.34,478.74,312.6,13,N
ORD0000107-04,ORD0000107,PRD0089,4,4,60.36,60.06,1.2,240.24,157.08,83.16,5,N
ORD0000108-01,ORD0000108,PRD0325,1,1,1993.04,1955.82,37.22,1955.82,1240.37,715.45,5,N
ORD0000108-02,ORD0000108,PRD0391,1,1,380.24,351.19,29.05,351.19,307.45,43.74,1,N
ORD0000108-03,ORD0000108,PRD0192,1,1,1165.23,1064.58,100.65,1064.58,862.8,201.78,8,N
ORD0000108-04,ORD0000108,PRD0296,1,1,100.27,88.29,11.98,88.29,62.94,25.35,2,N
ORD0000108-05,ORD0000108,PRD0006,1,1,98.39,98.3,0.09,98.3,56.07,42.23,2,N
ORD0000108-06,ORD0000108,PRD0055,1,1,48.84,43.49,5.35,43.49,29.34,14.15,5,N
ORD0000108-07,ORD0000108,PRD0393,1,1,908.06,864.95,43.11,864.95,661.58,203.37,6,N
ORD0000108-08,ORD0000108,PRD0215,2,2,164.37,158.15,12.44,316.3,258.88,57.42,5,N
ORD0000109-01,ORD0000109,PRD0043,2,2,16.99,15.21,3.56,30.42,23.24,7.18,8,N
ORD0000109-02,ORD0000109,PRD0389,2,2,221.85,203.66,36.38,407.32,275.16,132.16,3,N
ORD0000109-03,ORD0000109,PRD0106,3,3,287.88,268.06,59.46,804.18,479.49,324.69,9,N
ORD0000109-04,ORD0000109,PRD0323,2,2,73.72,68.23,10.98,136.46,91.84,44.62,7,N
ORD0000109-05,ORD0000109,PRD0298,1,1,74.94,66.53,8.41,66.53,44.75,21.78,3,N
ORD0000110-01,ORD0000110,PRD0025,1,1,51.51,47.37,4.14,47.37,36.03,11.34,7,N
ORD0000110-02,ORD0000110,PRD0303,1,1,50.63,47.89,2.74,47.89,39.02,8.87,11,N
ORD0000111-01,ORD0000111,PRD0298,2,2,74.94,67.77,14.34,135.54,89.5,46.04,8,N
ORD0000111-02,ORD0000111,PRD0218,2,2,99.91,89.61,20.6,179.22,127.92,51.3,10,N
ORD0000112-01,ORD0000112,PRD0088,2,2,113.27,110.28,5.98,220.56,161.14,59.42,12,N
ORD0000112-02,ORD0000112,PRD0282,1,1,48.32,42.9,5.42,42.9,35.91,6.99,3,N
ORD0000113-01,ORD0000113,PRD0240,1,1,27.53,26.1,1.43,26.1,16.04,10.06,5,N
ORD0000113-02,ORD0000113,PRD0060,1,1,10.21,9.27,0.94,9.27,6.37,2.9,11,N
ORD0000113-03,ORD0000113,PRD0095,1,1,59.74,55.9,3.84,55.9,40.05,15.85,4,N
ORD0000113-04,ORD0000113,PRD0324,1,1,32.38,26.19,6.19,26.19,23.84,2.35,5,N
ORD0000113-05,ORD0000113,PRD0091,1,1,10.25,9.54,0.71,9.54,8.0,1.54,4,N
ORD0000114-01,ORD0000114,PRD0281,1,1,512.81,488.56,24.25,488.56,378.76,109.8,7,N
ORD0000115-01,ORD0000115,PRD0321,2,2,242.41,224.26,36.3,448.52,313.44,135.08,6,N
ORD0000115-02,ORD0000115,PRD0118,1,1,145.96,143.87,2.09,143.87,106.43,37.44,7,N
ORD0000115-03,ORD0000115,PRD0088,1,1,113.27,103.87,9.4,103.87,80.57,23.3,8,N
ORD0000115-04,ORD0000115,PRD0328,2,2,80.69,74.02,13.34,148.04,114.84,33.2,2,N
ORD0000116-01,ORD0000116,PRD0304,1,0,58.71,54.05,0.0,0.0,0.0,0.0,0,N
ORD0000116-02,ORD0000116,PRD0065,1,1,754.45,694.37,60.08,694.37,419.57,274.8,9,N
ORD0000117-01,ORD0000117,PRD0388,2,2,594.5,527.64,133.72,1055.28,940.42,114.86,13,N
ORD0000117-02,ORD0000117,PRD0155,1,1,25.21,23.14,2.07,23.14,19.25,3.89,2,N
ORD0000117-03,ORD0000117,PRD0351,1,0,30.67,26.99,0.0,0.0,0.0,0.0,0,N
ORD0000118-01,ORD0000118,PRD0054,1,1,236.09,232.17,3.92,232.17,141.01,91.16,8,N
ORD0000118-02,ORD0000118,PRD0062,1,1,84.26,82.62,1.64,82.62,51.68,30.94,12,N
ORD0000118-03,ORD0000118,PRD0261,1,1,92.34,84.52,7.82,84.52,61.58,22.94,1,N
ORD0000118-04,ORD0000118,PRD0332,1,1,361.29,350.56,10.73,350.56,212.21,138.35,3,N
ORD0000118-05,ORD0000118,PRD0159,1,1,269.47,260.15,9.32,260.15,159.58,100.57,12,N
ORD0000119-01,ORD0000119,PRD0219,2,2,119.46,116.84,5.24,233.68,143.38,90.3,12,N
ORD0000119-02,ORD0000119,PRD0095,1,1,59.74,57.01,2.73,57.01,40.05,16.96,7,N
ORD0000119-03,ORD0000119,PRD0030,1,1,75.49,69.63,5.86,69.63,55.32,14.31,5,N
ORD0000120-01,ORD0000120,PRD0350,1,0,188.8,180.51,0.0,0.0,0.0,0.0,0,N
ORD0000120-02,ORD0000120,PRD0088,2,2,113.27,103.03,20.48,206.06,161.14,44.92,7,N
ORD0000120-03,ORD0000120,PRD0007,1,1,120.33,110.52,9.81,110.52,82.2,28.32,3,N
ORD0000120-04,ORD0000120,PRD0281,2,2,512.81,454.41,116.8,908.82,757.52,151.3,9,N
ORD0000120-05,ORD0000120,PRD0005,1,1,60.34,53.57,6.77,53.57,37.57,16.0,3,N
ORD0000121-01,ORD0000121,PRD0397,1,1,53.6,50.13,3.47,50.13,30.92,19.21,7,N
ORD0000121-02,ORD0000121,PRD0160,4,4,221.65,199.52,88.52,798.08,517.56,280.52,4,N
ORD0000121-03,ORD0000121,PRD0370,3,3,35.17,32.08,9.27,96.24,77.31,18.93,14,N
ORD0000121-04,ORD0000121,PRD0085,1,1,68.49,67.17,1.32,67.17,48.98,18.19,8,N
ORD0000121-05,ORD0000121,PRD0321,1,1,242.41,235.06,7.35,235.06,156.72,78.34,12,N
ORD0000121-06,ORD0000121,PRD0383,2,2,84.16,77.51,13.3,155.02,129.18,25.84,12,N
ORD0000122-01,ORD0000122,PRD0375,1,1,232.61,217.98,14.63,217.98,163.62,54.36,6,N
ORD0000122-02,ORD0000122,PRD0106,1,1,287.88,282.06,5.82,282.06,159.83,122.23,5,N
ORD0000123-01,ORD0000123,PRD0065,1,1,754.45,732.13,22.32,732.13,419.57,312.56,12,N
ORD0000123-02,ORD0000123,PRD0152,1,1,142.62,139.07,3.55,139.07,81.15,57.92,3,N
ORD0000123-03,ORD0000123,PRD0006,1,1,98.39,92.62,5.77,92.62,56.07,36.55,2,N
ORD0000123-04,ORD0000123,PRD0352,2,2,31.05,30.31,1.48,60.62,40.1,20.52,10,N
ORD0000123-05,ORD0000123,PRD0046,1,1,472.65,445.0,27.65,445.0,365.52,79.48,8,N
ORD0000124-01,ORD0000124,PRD0372,1,0,361.78,345.63,0.0,0.0,0.0,0.0,0,N
ORD0000124-02,ORD0000124,PRD0197,1,1,58.0,47.96,10.04,47.96,39.57,8.39,1,N
ORD0000124-03,ORD0000124,PRD0088,1,1,113.27,97.52,15.75,97.52,80.57,16.95,7,N
ORD0000124-04,ORD0000124,PRD0006,3,3,98.39,89.61,26.34,268.83,168.21,100.62,12,N
ORD0000125-01,ORD0000125,PRD0314,1,1,106.23,103.53,2.7,103.53,79.4,24.13,3,N
ORD0000125-02,ORD0000125,PRD0363,2,2,68.17,61.54,13.26,123.08,96.12,26.96,13,N
ORD0000125-03,ORD0000125,PRD0023,1,1,122.84,108.67,14.17,108.67,74.63,34.04,3,N
ORD0000125-04,ORD0000125,PRD0105,2,2,217.96,211.02,13.88,422.04,252.44,169.6,6,N
ORD0000126-01,ORD0000126,PRD0347,1,1,65.99,60.74,5.25,60.74,53.41,7.33,8,N
ORD0000126-02,ORD0000126,PRD0358,1,1,602.35,590.59,11.76,590.59,397.5,193.09,5,N
ORD0000127-01,ORD0000127,PRD0011,1,1,145.09,141.1,3.99,141.1,110.83,30.27,8,N
ORD0000127-02,ORD0000127,PRD0191,1,1,143.7,141.41,2.29,141.41,107.36,34.05,3,N
ORD0000127-03,ORD0000127,PRD0084,1,1,271.09,263.99,7.1,263.99,208.84,55.15,1,N
ORD0000127-04,ORD0000127,PRD0359,1,1,346.27,334.95,11.32,334.95,246.52,88.43,7,N
ORD0000128-01,ORD0000128,PRD0113,1,1,123.69,114.37,9.32,114.37,91.34,23.03,1,N
ORD0000128-02,ORD0000128,PRD0396,2,2,627.27,575.8,102.94,1151.6,864.56,287.04,5,N
ORD0000128-03,ORD0000128,PRD0066,3,3,68.31,64.49,11.46,193.47,151.98,41.49,11,N
ORD0000129-01,ORD0000129,PRD0234,2,2,632.93,518.88,228.1,1037.76,944.26,93.5,11,N
ORD0000129-02,ORD0000129,PRD0325,1,1,1993.04,1688.95,304.09,1688.95,1240.37,448.58,9,N
ORD0000129-03,ORD0000129,PRD0030,3,3,75.49,67.36,24.39,202.08,165.96,36.12,3,N
ORD0000129-04,ORD0000129,PRD0105,2,2,217.96,189.31,57.3,378.62,252.44,126.18,5,N
ORD0000130-01,ORD0000130,PRD0160,2,2,221.65,218.45,6.4,436.9,258.78,178.12,9,N
ORD0000130-02,ORD0000130,PRD0397,1,1,53.6,47.31,6.29,47.31,30.92,16.39,5,N
ORD0000130-03,ORD0000130,PRD0323,1,1,73.72,67.61,6.11,67.61,45.92,21.69,4,N
ORD0000130-04,ORD0000130,PRD0321,1,1,242.41,231.18,11.23,231.18,156.72,74.46,7,N
ORD0000131-01,ORD0000131,PRD0359,1,1,346.27,308.15,38.12,308.15,246.52,61.63,2,N
ORD0000131-02,ORD0000131,PRD0235,1,1,357.05,318.13,38.92,318.13,214.61,103.52,2,N
ORD0000131-03,ORD0000131,PRD0205,1,1,76.91,76.68,0.23,76.68,60.55,16.13,6,N
ORD0000131-04,ORD0000131,PRD0088,2,2,113.27,105.64,15.26,211.28,161.14,50.14,6,N
ORD0000132-01,ORD0000132,PRD0380,2,2,61.55,56.97,9.16,113.94,89.1,24.84,5,N
ORD0000132-02,ORD0000132,PRD0284,1,1,18.39,18.13,0.26,18.13,12.37,5.76,5,N
ORD0000132-03,ORD0000132,PRD0314,1,1,106.23,95.93,10.3,95.93,79.4,16.53,5,N
ORD0000132-04,ORD0000132,PRD0139,1,1,995.89,938.39,57.5,938.39,750.2,188.19,4,N
ORD0000132-05,ORD0000132,PRD0180,1,1,22.64,20.46,2.18,20.46,13.5,6.96,8,N
ORD0000132-06,ORD0000132,PRD0153,1,1,202.79,186.17,16.62,186.17,123.72,62.45,11,N
ORD0000132-07,ORD0000132,PRD0102,1,1,280.06,259.58,20.48,259.58,202.3,57.28,9,N
ORD0000133-01,ORD0000133,PRD0233,1,1,92.2,88.97,3.23,88.97,53.63,35.34,1,N
ORD0000133-02,ORD0000133,PRD0186,1,1,93.14,85.2,7.94,85.2,62.56,22.64,3,N
ORD0000133-03,ORD0000133,PRD0239,1,1,130.09,115.45,14.64,115.45,76.7,38.75,10,N
ORD0000133-04,ORD0000133,PRD0017,1,1,62.89,59.86,3.03,59.86,41.51,18.35,7,N
ORD0000133-05,ORD0000133,PRD0397,1,1,53.6,47.29,6.31,47.29,30.92,16.37,11,N
ORD0000134-01,ORD0000134,PRD0363,2,2,68.17,60.72,14.9,121.44,96.12,25.32,8,N
ORD0000134-02,ORD0000134,PRD0303,2,2,50.63,45.66,9.94,91.32,78.04,13.28,7,N
ORD0000134-03,ORD0000134,PRD0192,1,1,1165.23,1137.53,27.7,1137.53,862.8,274.73,6,N
ORD0000134-04,ORD0000134,PRD0321,2,2,242.41,215.31,54.2,430.62,313.44,117.18,3,N
ORD0000134-05,ORD0000134,PRD0370,1,1,35.17,31.64,3.53,31.64,25.77,5.87,9,N
ORD0000135-01,ORD0000135,PRD0068,1,1,71.52,69.61,1.91,69.61,46.91,22.7,4,N
ORD0000135-02,ORD0000135,PRD0155,3,3,25.21,24.79,1.26,74.37,57.75,16.62,13,N
ORD0000135-03,ORD0000135,PRD0065,1,1,754.45,725.22,29.23,725.22,419.57,305.65,7,N
